,Unnamed: 0.1,Unnamed: 0,filepaths,pipelines,groups,contrast
2406,14436,18084,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-779_right-hand_spm-5-0-0_con.nii,spm-5-0-0,779,right-hand
2409,14449,18121,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-780_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,780,right-hand
2410,14460,18132,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-780_right-hand_spm-5-0-0_con.nii,spm-5-0-0,780,right-hand
2413,14473,18145,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-781_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,781,right-hand
2414,14484,18156,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-781_right-hand_spm-5-0-0_con.nii,spm-5-0-0,781,right-hand
2417,14497,18169,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-782_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,782,right-hand
2418,14508,18180,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-782_right-hand_spm-5-0-0_con.nii,spm-5-0-0,782,right-hand
2421,14521,18193,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-783_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,783,right-hand
2422,14532,18204,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-783_right-hand_spm-5-0-0_con.nii,spm-5-0-0,783,right-hand
2425,14545,18217,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-784_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,784,right-hand
2426,14556,18228,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-784_right-hand_spm-5-0-0_con.nii,spm-5-0-0,784,right-hand
2429,14569,18241,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-785_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,785,right-hand
2430,14580,18252,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-785_right-hand_spm-5-0-0_con.nii,spm-5-0-0,785,right-hand
2433,14593,18289,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-787_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,787,right-hand
2434,14604,18300,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-787_right-hand_spm-5-0-0_con.nii,spm-5-0-0,787,right-hand
2437,14617,18313,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-788_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,788,right-hand
2438,14628,18324,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-788_right-hand_spm-5-0-0_con.nii,spm-5-0-0,788,right-hand
2441,14641,18337,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-789_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,789,right-hand
2442,14652,18348,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-789_right-hand_spm-5-0-0_con.nii,spm-5-0-0,789,right-hand
2445,14665,18361,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-78_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,78,right-hand
2446,14676,18372,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-78_right-hand_spm-5-0-0_con.nii,spm-5-0-0,78,right-hand
2449,14689,18409,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-791_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,791,right-hand
2450,14700,18420,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-791_right-hand_spm-5-0-0_con.nii,spm-5-0-0,791,right-hand
2453,14713,18433,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-792_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,792,right-hand
2454,14724,18444,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-792_right-hand_spm-5-0-0_con.nii,spm-5-0-0,792,right-hand
2457,14737,18457,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-793_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,793,right-hand
2458,14748,18468,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-793_right-hand_spm-5-0-0_con.nii,spm-5-0-0,793,right-hand
2461,14761,18505,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-795_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,795,right-hand
2462,14772,18516,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-795_right-hand_spm-5-0-0_con.nii,spm-5-0-0,795,right-hand
2465,14785,18529,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-796_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,796,right-hand
2466,14796,18540,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-796_right-hand_spm-5-0-0_con.nii,spm-5-0-0,796,right-hand
2469,14809,18553,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-797_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,797,right-hand
2470,14820,18564,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-797_right-hand_spm-5-0-0_con.nii,spm-5-0-0,797,right-hand
2473,14833,18577,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-798_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,798,right-hand
2474,14844,18588,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-798_right-hand_spm-5-0-0_con.nii,spm-5-0-0,798,right-hand
2477,14857,18601,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-799_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,799,right-hand
2478,14868,18612,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-799_right-hand_spm-5-0-0_con.nii,spm-5-0-0,799,right-hand
2481,14881,18625,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-79_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,79,right-hand
2482,14892,18636,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-79_right-hand_spm-5-0-0_con.nii,spm-5-0-0,79,right-hand
2485,14905,18649,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-7_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,7,right-hand
2486,14916,18660,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-7_right-hand_spm-5-0-0_con.nii,spm-5-0-0,7,right-hand
2489,14929,18673,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-800_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,800,right-hand
2490,14940,18684,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-800_right-hand_spm-5-0-0_con.nii,spm-5-0-0,800,right-hand
2493,14953,18697,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-801_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,801,right-hand
2494,14964,18708,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-801_right-hand_spm-5-0-0_con.nii,spm-5-0-0,801,right-hand
2497,14977,18721,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-802_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,802,right-hand
2498,14988,18732,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-802_right-hand_spm-5-0-0_con.nii,spm-5-0-0,802,right-hand
2501,15001,18745,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-803_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,803,right-hand
2502,15012,18756,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-803_right-hand_spm-5-0-0_con.nii,spm-5-0-0,803,right-hand
2505,15025,18769,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-804_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,804,right-hand
2506,15036,18780,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-804_right-hand_spm-5-0-0_con.nii,spm-5-0-0,804,right-hand
2509,15049,18793,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-805_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,805,right-hand
2510,15060,18804,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-805_right-hand_spm-5-0-0_con.nii,spm-5-0-0,805,right-hand
2513,15073,18817,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-806_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,806,right-hand
2514,15084,18828,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-806_right-hand_spm-5-0-0_con.nii,spm-5-0-0,806,right-hand
2517,15097,18841,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-807_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,807,right-hand
2518,15108,18852,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-807_right-hand_spm-5-0-0_con.nii,spm-5-0-0,807,right-hand
2521,15121,18889,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-809_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,809,right-hand
2522,15132,18900,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-809_right-hand_spm-5-0-0_con.nii,spm-5-0-0,809,right-hand
2525,15145,18913,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-80_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,80,right-hand
2526,15156,18924,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-80_right-hand_spm-5-0-0_con.nii,spm-5-0-0,80,right-hand
2529,15169,18937,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-810_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,810,right-hand
2530,15180,18948,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-810_right-hand_spm-5-0-0_con.nii,spm-5-0-0,810,right-hand
2533,15193,18961,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-811_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,811,right-hand
2534,15204,18972,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-811_right-hand_spm-5-0-0_con.nii,spm-5-0-0,811,right-hand
2537,15217,18985,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-812_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,812,right-hand
2538,15228,18996,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-812_right-hand_spm-5-0-0_con.nii,spm-5-0-0,812,right-hand
2541,15241,19009,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-813_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,813,right-hand
2542,15252,19020,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-813_right-hand_spm-5-0-0_con.nii,spm-5-0-0,813,right-hand
2545,15265,19057,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-815_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,815,right-hand
2546,15276,19068,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-815_right-hand_spm-5-0-0_con.nii,spm-5-0-0,815,right-hand
2549,15289,19081,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-816_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,816,right-hand
2550,15300,19092,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-816_right-hand_spm-5-0-0_con.nii,spm-5-0-0,816,right-hand
2553,15313,19105,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-817_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,817,right-hand
2554,15324,19116,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-817_right-hand_spm-5-0-0_con.nii,spm-5-0-0,817,right-hand
2557,15337,19129,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-818_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,818,right-hand
2558,15348,19140,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-818_right-hand_spm-5-0-0_con.nii,spm-5-0-0,818,right-hand
2561,15361,19153,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-819_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,819,right-hand
2562,15372,19164,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-819_right-hand_spm-5-0-0_con.nii,spm-5-0-0,819,right-hand
2565,15385,19177,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-81_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,81,right-hand
2566,15396,19188,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-81_right-hand_spm-5-0-0_con.nii,spm-5-0-0,81,right-hand
2569,15409,19201,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-820_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,820,right-hand
2570,15420,19212,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-820_right-hand_spm-5-0-0_con.nii,spm-5-0-0,820,right-hand
2573,15433,19249,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-822_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,822,right-hand
2574,15444,19260,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-822_right-hand_spm-5-0-0_con.nii,spm-5-0-0,822,right-hand
2577,15457,19273,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-823_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,823,right-hand
2578,15468,19284,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-823_right-hand_spm-5-0-0_con.nii,spm-5-0-0,823,right-hand
2581,15481,19297,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-824_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,824,right-hand
2582,15492,19308,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-824_right-hand_spm-5-0-0_con.nii,spm-5-0-0,824,right-hand
2585,15505,19321,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-825_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,825,right-hand
2586,15516,19332,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-825_right-hand_spm-5-0-0_con.nii,spm-5-0-0,825,right-hand
2589,15529,19345,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-826_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,826,right-hand
2590,15540,19356,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-826_right-hand_spm-5-0-0_con.nii,spm-5-0-0,826,right-hand
2593,15553,19393,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-828_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,828,right-hand
2594,15564,19404,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-828_right-hand_spm-5-0-0_con.nii,spm-5-0-0,828,right-hand
2597,15577,19417,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-829_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,829,right-hand
2598,15588,19428,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-829_right-hand_spm-5-0-0_con.nii,spm-5-0-0,829,right-hand
2601,15601,19441,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-82_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,82,right-hand
2602,15612,19452,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-82_right-hand_spm-5-0-0_con.nii,spm-5-0-0,82,right-hand
2605,15625,19489,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-831_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,831,right-hand
2606,15636,19500,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-831_right-hand_spm-5-0-0_con.nii,spm-5-0-0,831,right-hand
2609,15649,19513,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-832_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,832,right-hand
2610,15660,19524,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-832_right-hand_spm-5-0-0_con.nii,spm-5-0-0,832,right-hand
2613,15673,19561,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-834_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,834,right-hand
2614,15684,19572,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-834_right-hand_spm-5-0-0_con.nii,spm-5-0-0,834,right-hand
2617,15697,19585,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-835_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,835,right-hand
2618,15708,19596,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-835_right-hand_spm-5-0-0_con.nii,spm-5-0-0,835,right-hand
2621,15721,19609,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-836_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,836,right-hand
2622,15732,19620,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-836_right-hand_spm-5-0-0_con.nii,spm-5-0-0,836,right-hand
2625,15745,19657,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-838_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,838,right-hand
2626,15756,19668,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-838_right-hand_spm-5-0-0_con.nii,spm-5-0-0,838,right-hand
2629,15769,19681,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-839_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,839,right-hand
2630,15780,19692,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-839_right-hand_spm-5-0-0_con.nii,spm-5-0-0,839,right-hand
2633,15793,19705,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-83_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,83,right-hand
2634,15804,19716,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-83_right-hand_spm-5-0-0_con.nii,spm-5-0-0,83,right-hand
2637,15817,19729,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-840_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,840,right-hand
2638,15828,19740,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-840_right-hand_spm-5-0-0_con.nii,spm-5-0-0,840,right-hand
2641,15841,19777,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-842_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,842,right-hand
2642,15852,19788,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-842_right-hand_spm-5-0-0_con.nii,spm-5-0-0,842,right-hand
2645,15865,19801,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-843_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,843,right-hand
2646,15876,19812,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-843_right-hand_spm-5-0-0_con.nii,spm-5-0-0,843,right-hand
2649,15889,19825,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-844_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,844,right-hand
2650,15900,19836,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-844_right-hand_spm-5-0-0_con.nii,spm-5-0-0,844,right-hand
2653,15913,19849,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-845_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,845,right-hand
2654,15924,19860,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-845_right-hand_spm-5-0-0_con.nii,spm-5-0-0,845,right-hand
2657,15937,19873,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-846_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,846,right-hand
2658,15948,19884,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-846_right-hand_spm-5-0-0_con.nii,spm-5-0-0,846,right-hand
2661,15961,19921,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-848_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,848,right-hand
2662,15972,19932,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-848_right-hand_spm-5-0-0_con.nii,spm-5-0-0,848,right-hand
2665,15985,19945,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-849_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,849,right-hand
2666,15996,19956,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-849_right-hand_spm-5-0-0_con.nii,spm-5-0-0,849,right-hand
2669,16009,19969,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-84_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,84,right-hand
2670,16020,19980,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-84_right-hand_spm-5-0-0_con.nii,spm-5-0-0,84,right-hand
2673,16033,19993,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-850_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,850,right-hand
2674,16044,20004,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-850_right-hand_spm-5-0-0_con.nii,spm-5-0-0,850,right-hand
2677,16057,20017,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-851_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,851,right-hand
2678,16068,20028,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-851_right-hand_spm-5-0-0_con.nii,spm-5-0-0,851,right-hand
2681,16081,20041,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-852_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,852,right-hand
2682,16092,20052,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-852_right-hand_spm-5-0-0_con.nii,spm-5-0-0,852,right-hand
2685,16105,20065,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-853_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,853,right-hand
2686,16116,20076,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-853_right-hand_spm-5-0-0_con.nii,spm-5-0-0,853,right-hand
2689,16129,20089,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-854_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,854,right-hand
2690,16140,20100,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-854_right-hand_spm-5-0-0_con.nii,spm-5-0-0,854,right-hand
2693,16153,20137,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-856_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,856,right-hand
2694,16164,20148,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-856_right-hand_spm-5-0-0_con.nii,spm-5-0-0,856,right-hand
2697,16177,20161,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-857_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,857,right-hand
2698,16188,20172,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-857_right-hand_spm-5-0-0_con.nii,spm-5-0-0,857,right-hand
2701,16201,20185,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-858_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,858,right-hand
2702,16212,20196,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-858_right-hand_spm-5-0-0_con.nii,spm-5-0-0,858,right-hand
2705,16225,20233,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-85_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,85,right-hand
2706,16236,20244,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-85_right-hand_spm-5-0-0_con.nii,spm-5-0-0,85,right-hand
2709,16249,20257,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-860_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,860,right-hand
2710,16260,20268,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-860_right-hand_spm-5-0-0_con.nii,spm-5-0-0,860,right-hand
2713,16273,20305,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-862_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,862,right-hand
2714,16284,20316,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-862_right-hand_spm-5-0-0_con.nii,spm-5-0-0,862,right-hand
2717,16297,20377,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-865_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,865,right-hand
2718,16308,20388,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-865_right-hand_spm-5-0-0_con.nii,spm-5-0-0,865,right-hand
2721,16321,20401,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-866_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,866,right-hand
